,id_sentence,text,id_tale,Y_1,Y_2,Y_3,target,consensus,processed
79,80,หนูนาทั้งสองตัววิ่งผ่านพื้นกระเบื้องไปยังห้องอาหาร และปีนขึ้นไปตามขาโต๊ะอาหารขนาดยักษ์,1,0,0,0,0,1,"['หนู', 'นา', 'ทั้งสอง', 'ตัว', 'วิ่ง', 'ผ่าน', 'พื้นกระเบื้อง', 'ไป', 'ยัง', 'ห้องอาหาร', 'และ', 'ปีน', 'ขึ้นไป', 'ตาม', 'ขา', 'โต๊ะอาหาร', 'ขนาด', 'ยักษ์']"
80,81,“อาหารเย็นตั้งโต๊ะแล้ว” หนูบ้านพูดอย่างโอ้อวด,1,1,0,-1,-1,0,"['อาหารเย็น', 'ตั้งโต๊ะ', 'แล้ว', 'หนู', 'บ้าน', 'พูด', 'อย่าง', 'โอ้อวด']"
81,82,ปากของหนูนาอ้ากว้าง,1,0,0,0,0,1,"['ปาก', 'ของ', 'หนู', 'นา', 'อ้า', 'กว้าง']"
82,83,มันไม่เคยเห็นอาหารมากมายขนาดนี้มาก่อนในชีวิต มีชีสกองเป็นภูเขา และบิสกิตชิ้นเล็กๆ เรียงเป็นแถว องุ่นสีม่วงพวงโต และแซนด์วิชที่ชวนให้น้ำลายหกวางเป็นตั้งๆ และที่ปลายโต๊ะยังมีเค้กและของหวานน่าอร่อยมากมายเกินกว่าที่มันเคยฝันไว้วางอยู่,1,1,1,1,1,1,"['มัน', 'ไม่', 'เคย', 'เห็น', 'อาหาร', 'มากมาย', 'ขนาด', 'นี้', 'มา', 'ก่อน', 'ใน', 'ชีวิต', 'มี', 'ชีส', 'กอง', 'เป็น', 'ภูเขา', 'และ', 'บิ', 'สกิต', 'ชิ้น', 'เล็ก', 'เรียง', 'เป็นแถว', 'องุ่น', 'สีม่วง', 'พวง', 'โต', 'และ', 'แซนด์วิช', 'ที่', 'ชวน', 'ให้', 'น้ำลายหก', 'วาง', 'เป็น', 'ตั้ง', 'และ', 'ที่', 'ปลาย', 'โต๊ะ', 'ยังมี', 'เค้ก', 'และ', 'ของหวาน', 'น่าอร่อย', 'มากมาย', 'เกิน', 'กว่า', 'ที่', 'มัน', 'เคย', 'ฝัน', 'ไว้', 'วาง', 'อยู่']"
83,84,“ตามสบายเลยนะ” หนูบ้านพูด ขณะชีสอยู่เต็มปาก,1,1,1,1,1,1,"['ตามสบาย', 'เลย', 'นะ', 'หนู', 'บ้าน', 'พูด', 'ขณะ', 'ชีส', 'อยู่', 'เต็มปาก']"
84,85,หนูนาวิ่งไปรอบโต๊ะ ทำอะไรไม่ถูก,1,-1,0,0,0,0,"['หนู', 'นา', 'วิ่ง', 'ไป', 'รอบ', 'โต๊ะ', 'ทำ', 'อะไร', 'ไม่', 'ถูก']"
85,86,มันดึงองุ่นตรงนี้แล้วแทะแซนด์วิชตรงนั้น ก่อนจะปีนไปทั่วกองชีส ชิมอาหารตรงนี้นิดตรงนี้หน่อยจนเต็มปาก,1,1,0,0,0,0,"['มัน', 'ดึง', 'องุ่น', 'ตรงนี้', 'แล้ว', 'แทะ', 'แซนด์วิช', 'ตรงนั้น', 'ก่อน', 'จะ', 'ปีน', 'ไป', 'ทั่ว', 'กอง', 'ชีส', 'ชิม', 'อาหาร', 'ตรงนี้', 'นิด', 'ตรงนี้', 'หน่อย', 'จน', 'เต็มปาก']"
86,87,“วี้ด!” หนูบ้านร้องเสียงแหลมจากฝั่งตรงข้ามของโต๊ะ ก่อนจะเลื่อนตัวไปตามช้อนลงมาที่ชามใส่ วิปครีม,1,-1,0,0,0,0,"['วี้ด', '!”', 'หนู', 'บ้าน', 'ร้อง', 'เสียงแหลม', 'จาก', 'ฝั่ง', 'ตรงข้าม', 'ของ', 'โต๊ะ', 'ก่อน', 'จะ', 'เลื่อน', 'ตัว', 'ไป', 'ตาม', 'ช้อน', 'ลงมา', 'ที่', 'ชาม', 'ใส่', 'วิป', 'ครีม']"
87,88,“รอฉันด้วย!” หนูนาตะโกนอย่างร่าเริงแล้วก็วิ่งไปร่วมสนุกด้วย,1,1,0,1,1,0,"['“รอ', 'ฉัน', 'ด้วย', '!”', 'หนู', 'นา', 'ตะโกน', 'อย่าง', 'ร่าเริง', 'แล้วก็', 'วิ่ง', 'ไป', 'ร่วม', 'สนุก', 'ด้วย']"
88,89,หลังจากที่กินเค้กช็อกโกแลตเข้าไป และเลียน้ำตาลบนชิ้นเชอรี่พร้อมกับเคี้ยวทาร์ตสตรอเบอรี่ชิ้นใหญ่อย่างติดหนึบแล้ว หนูนาก็คิดว่าบ้านในเมืองหลังนี้ให้ความรู้สึกเหมือนเป็นบ้านตัวเองเลย,1,1,1,0,0,0,"['หลังจากที่', 'กิน', 'เค้ก', 'ช็อกโกแลต', 'เข้าไป', 'และ', 'เลีย', 'น้ำตาล', 'บน', 'ชิ้น', 'เชอรี่', 'พร้อมกับ', 'เคี้ยว', 'ทาร์ต', 'สต', 'รอ', 'เบอ', 'รี่', 'ชิ้น', 'ใหญ่', 'อย่าง', 'ติด', 'หนึบ', 'แล้ว', 'หนู', 'นา', 'ก็', 'คิด', 'ว่า', 'บ้าน', 'ใน', 'เมือง', 'หลัง', 'นี้', 'ให้', 'ความรู้สึก', 'เหมือน', 'เป็น', 'บ้าน', 'ตัวเอง', 'เลย']"
89,90,ขณะที่มันกำลังเช็ดอุ้งเท้าด้วยผ้าเช็ดปากแข็งๆ สีขาว หนูบ้านก็ร้องว่า “มากับฉันสิ ฉันมีอะไรให้เธอประหลาดใจ”,1,1,0,1,1,0,"['ขณะที่', 'มัน', 'กำลัง', 'เช็ด', 'อุ้งเท้า', 'ด้วย', 'ผ้าเช็ดปาก', 'แข็งๆ', 'สี', 'ขาว', 'หนู', 'บ้าน', 'ก็', 'ร้อง', 'ว่า', 'มา', 'กับ', 'ฉัน', 'สิ', 'ฉัน', 'มี', 'อะไร', 'ให้', 'เธอ', 'ประหลาดใจ']"
90,91,หนูบ้านใช้อุ้งเท้าลากญาติของมันไปยังถ้วยแก้วเย็นๆ ใบหนึ่งที่มีลูกกลมๆ ขนาดใหญ่สีขาวและสีชมพูอยู่ในนั้น,1,0,0,0,0,1,"['หนู', 'บ้าน', 'ใช้', 'อุ้งเท้า', 'ลาก', 'ญาติ', 'ของ', 'มัน', 'ไป', 'ยัง', 'ถ้วย', 'แก้ว', 'เย็น', 'ใบ', 'หนึ่ง', 'ที่', 'มีลูก', 'กลม', 'ขนาดใหญ่', 'สี', 'ขาว', 'และ', 'สีชมพู', 'อยู่', 'ใน', 'นั้น']"
91,92,“นี่...” หนูบ้านพูดอย่างตื่นเต้น “ไอศกรีมไงล่ะ”,1,1,0,1,1,0,"['นี่', 'xxrep', 'หนู', 'บ้าน', 'พูด', 'อย่าง', 'ตื่นเต้น', 'ไอศกรีม', 'ไง', 'ล่ะ']"
92,93,หนูทั้งสองแกว่งตัวขึ้นไปบนช้อนแล้วกระโดดลงไปในถ้วยใบนั้น,1,0,0,0,0,1,"['หนู', 'ทั้งสอง', 'แกว่ง', 'ตัว', 'ขึ้นไป', 'บน', 'ช้อน', 'แล้ว', 'กระโดด', 'ลง', 'ไป', 'ใน', 'ถ้วย', 'ใบ', 'นั้น']"
93,94,“มันเย็นเจี๊ยบเลย!” หนูนาอุทาน,1,1,0,0,0,0,"['มัน', 'เย็นเจี๊ยบ', 'เลย', '!”', 'หนู', 'นา', 'อุทาน']"
94,95,“แน่อยู่แล้ว” หนูบ้านพูด “ลองชิมดูสิ”,1,1,0,0,0,0,"['แน่', 'อยู่แล้ว', 'หนู', 'บ้าน', 'พูด', 'ลอง', 'ชิม', 'ดู', 'สิ']"
95,96,หนูนาจุ่มอุ้งเท้าลงไปในไอศกรีมแล้วเลีย,1,0,0,0,0,1,"['หนู', 'นา', 'จุ่ม', 'อุ้งเท้า', 'ลง', 'ไป', 'ใน', 'ไอศกรีม', 'แล้ว', 'เลีย']"
96,97,มันส่งความรื่นรมย์อันหอมหวานเย็นจนสั่นสะท้านไปถึงสันหลังของเจ้าหนูน้อย “สวรรค์จริงๆ เลย!”,1,1,1,1,1,1,"['มัน', 'ส่ง', 'ความรื่นรมย์', 'อัน', 'หอม', 'หวานเย็น', 'จน', 'สั่นสะท้าน', 'ไป', 'ถึง', 'สันหลัง', 'ของ', 'เจ้า', 'หนู', 'น้อย', 'สวรรค์', 'จริงๆ', 'เลย', '!”']"
97,98,หนูนาถอนหายใจ พร้อมกับหลับตาอย่างเป็นสุข,1,1,1,1,1,1,"['หนู', 'นา', 'ถอนหายใจ', 'พร้อมกับ', 'หลับตา', 'อย่าง', 'เป็นสุข']"
98,99,ทันใดนั้น ประตูห้องอาหารก็เปิดออก ชายคนหนึ่งเดินเข้ามาในห้องเพียงชั่วพริบตา,1,0,0,0,0,1,"['ทันใดนั้น', 'ประตู', 'ห้องอาหาร', 'ก็', 'เปิด', 'ออก', 'ชาย', 'คน', 'หนึ่ง', 'เดิน', 'เข้ามา', 'ใน', 'ห้อง', 'เพียง', 'ชั่วพริบตา']"
99,100,หนูบ้านก็กระโดดลงไปซ่อนตัวอยู่ด้านหลังถ้วยไอศกรีม แต่หนูนาตรึงแน่นอยู่กับที่ด้วยความกลัว,1,-1,-1,-1,-1,1,"['หนู', 'บ้าน', 'ก็', 'กระโดด', 'ลง', 'ไป', 'ซ่อนตัว', 'อยู่', 'ด้านหลัง', 'ถ้วย', 'ไอศกรีม', 'แต่', 'หนู', 'นา', 'ตรึง', 'แน่น', 'อยู่กับที่', 'ด้วย', 'ความกลัว']"
100,101,“หาที่ซ่อนสิ!” หนูบ้านกระซิบ “เร็วเข้า ก่อนที่เขาจะเห็นเจ้า”,1,-1,-1,0,0,0,"['หา', 'ที่ซ่อน', 'สิ', '!”', 'หนู', 'บ้าน', 'กระซิบ', 'เร็ว', 'เข้า', 'ก่อนที่', 'เขา', 'จะ', 'เห็น', 'เจ้า']"
101,102,เมื่อสติกลับมา หนูนาก็มุดตัวลงไประหว่างไอศกรีมสองลูก,1,-1,0,0,0,0,"['เมื่อ', 'สติ', 'กลับมา', 'หนู', 'นา', 'ก็', 'มุด', 'ตัว', 'ลง', 'ไป', 'ระหว่าง', 'ไอศกรีม', 'สอง', 'ลูก']"
102,103,มันเย็นกว่าอากาศตอนกลางฤดูหนาวเสียอีก แต่หนูนาก็ไม่กล้าขยับมันหมอบตัวสั่น จนกระทั่งได้ยินเสียงประตูปิดลงอีกครั้ง แล้วเห็นใบหน้าของหนูบ้านกำลังมองลงมา,1,-1,-1,-1,-1,1,"['มัน', 'เย็น', 'กว่า', 'อากาศ', 'ตอนกลาง', 'ฤดูหนาว', 'เสีย', 'อีก', 'แต่', 'หนู', 'นา', 'ก็', 'ไม่', 'กล้า', 'ขยับ', 'มัน', 'หมอบ', 'ตัวสั่น', 'จนกระทั่ง', 'ได้ยิน', 'เสียง', 'ประตู', 'ปิด', 'ลง', 'อีกครั้ง', 'แล้ว', 'เห็น', 'ใบหน้า', 'ของ', 'หนู', 'บ้าน', 'กำลัง', 'มอง', 'ลงมา']"
